Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
balanced_167,0.35061106,0.36033112,0.28853238,0.35264203,0.03975854,0.41083288,0.2636919,0.24904314,0.061727602,0.2020037,0.07930352,0.3505626,0.47318178,0.23559129,0.34426516,0.3047861,0.2719533,0.3007633,0.04022696,0.025042256,0.055368338,0.11453337,0.38966066,0.21796301,0.39127827,0.14506266,0.15667352,0.25433078,0.22801548,0.13555738,0.37930942,0.13987814,0.33872262,0.3396006,0.1031577,0.0944667,0.45134914,0.4495327,0.30786914,0.4042688,0.19748887,0.2124244,0.11837223,0.04653233,0.2510003,0.37229413,0.37216687,0.16696687,0.33968586,0.42918134,0.28549856,0.4347546,0.3424303,0.35071242,0.5107477,0.066921405,0.17311923,0.10246229,0.18221481,0.10432316,0.12042447,0.31904745,0.449175,0.34320349,0.29237962,0.20921819,0.20180707,0.023585023,0.20157589,0.14030598,0.042834826,0.07975443,0.30076832,0.29253328,0.23752388,0.6812752,0.24897602,0.18004721,0.0751606,0.095533386,0.21025594,0.06819063,0.07665985,0.24060401,0.363606,0.395999,0.20039591,0.067337625,0.32776678,0.4065528,0.07775126,0.12730768,0.39268565,0.26814783,0.2993658,0.16204777,0.3163311,0.072531074,0.34698606,0.33490777
balanced_168,0.092539474,0.20165521,0.07225685,0.23995733,0.24001049,0.30233034,0.5140269,0.44398808,0.27195126,0.42450827,0.1744248,0.34835985,0.59571314,0.2710558,0.10040871,0.16648361,0.31507117,0.3999542,0.31294268,0.2562701,0.15113828,0.34576547,0.36756355,0.11272856,0.2205675,0.20888948,0.28200543,0.20198575,0.14502771,0.37933534,0.21914887,0.1905838,0.28632885,0.25253892,0.18528597,0.24574062,0.27692714,0.5368705,0.14657855,0.23008583,0.6000856,0.28753057,0.37048504,0.092386656,0.23586562,0.24626365,0.16048984,0.5674113,0.23680505,0.20590036,0.08603041,0.21945351,0.14069176,0.32705826,0.26443237,0.41468313,0.1707145,0.44164473,0.18177754,0.07427657,0.22521773,0.09393972,0.28584188,0.15605362,0.24129891,0.1998207,0.46393606,0.35138935,0.33812863,0.27651894,0.29058117,0.17697895,0.30754662,0.17936733,0.36550486,0.056554332,0.25826594,0.29398587,0.18935308,0.16787985,0.43266112,0.36425135,0.104655534,0.19102046,0.19833842,0.29750186,0.2732103,0.15417063,0.36123058,0.30883697,0.12365398,0.22311622,0.24885675,0.07484651,0.22640836,0.47511318,0.38507324,0.35280174,0.31789497,0.113065206
balanced_169,0.169417,0.1031783,0.41809458,0.17648304,0.37550747,0.15191936,0.29377058,0.3505466,0.08737202,0.2933787,0.1081706,0.09120758,0.42696393,0.046892293,0.108949065,0.35866618,0.21189216,0.17666434,0.31801414,0.2799459,0.6255371,0.33620632,0.1188575,0.32363367,0.20614895,0.33385357,0.16322911,0.22420102,0.23129173,0.11968755,0.21224923,0.18090728,0.12330267,0.3117726,0.37518165,0.26756436,0.5534986,0.21968582,0.3442086,0.28069502,0.41246024,0.22181606,0.22450384,0.2783269,0.20720035,0.061119065,0.2726758,0.07538661,0.3547135,0.110476725,0.36968276,0.07983534,0.51043224,0.3518457,0.241958,0.1800068,0.43810427,0.29518795,0.23578978,0.07700211,0.3788119,0.4128203,0.07021311,0.3278064,0.35332936,0.19077517,0.3159577,0.35694042,0.2829167,0.24072158,0.3802293,0.42773503,0.42546076,0.36323577,0.25072172,0.2890804,0.25379604,0.23960255,0.13864516,0.21255581,0.08338685,0.31721205,0.23655488,0.03760892,0.27163815,0.1020898,0.08435351,0.26362586,0.21847951,0.3595016,0.5027157,0.33843267,0.12085375,0.13673031,0.24094683,0.19973682,0.066131845,0.31324878,0.33011156,0.10499959
balanced_17,0.20582059,0.12391387,0.21055765,0.2168396,0.18368705,0.24585308,0.20325825,0.06597753,0.21865438,0.18117549,0.383727,0.11447239,0.3481066,0.3175165,0.31216872,0.6826497,0.60987025,0.082561485,0.26261076,0.18990125,0.067485146,0.15075698,0.47104236,0.041610993,0.31023496,0.32526127,0.10662906,0.24506423,0.14848253,0.07434596,0.21003906,0.47122288,0.26046097,0.07489392,0.37603068,0.06142147,0.059688315,0.34388262,0.4288808,0.2671794,0.2829897,0.5584661,0.07790493,0.2452331,0.3733722,0.107961416,0.25493693,0.16299911,0.16859493,0.41002607,0.119354375,0.24408929,0.41443437,0.5907424,0.14626685,0.12211092,0.2566504,0.24660808,0.42460746,0.13717966,0.3444449,0.18223046,0.3770209,0.27897042,0.2609995,0.11486271,0.05224039,0.23162654,0.14269751,0.039663874,0.43051922,0.059415564,0.32101834,0.22221507,0.22338855,0.40495735,0.07673603,0.26416442,0.30072403,0.26233608,0.12914851,0.16718382,0.11872461,0.40815803,0.092308626,0.39692703,0.18493356,0.21854147,0.3504117,0.18631971,0.27308664,0.44148767,0.12778266,0.46683496,0.33708134,0.14648761,0.171904,0.3029732,0.30046606,0.3419143
balanced_170,0.41203144,0.41047427,0.21396238,0.35768333,0.2081689,0.21570331,0.13557634,0.38287985,0.29322776,0.11040324,0.21467097,0.56911945,0.359835,0.09966597,0.42795986,0.107615665,0.35196853,0.3941122,0.062100034,0.05553568,0.54131883,0.34131783,0.09313357,0.27027062,0.05179341,0.12154418,0.13012108,0.39153346,0.39917123,0.27242234,0.2698592,0.31820226,0.29542702,0.25293797,0.23333222,0.23280841,0.18283346,0.075603485,0.1492454,0.3895736,0.41021442,0.060999,0.26407743,0.38003406,0.19937345,0.23571602,0.36201572,0.4079658,0.2889054,0.4056873,0.3313111,0.45898697,0.13405854,0.19311342,0.44342053,0.48558244,0.07464747,0.14492817,0.32646626,0.2542506,0.23875616,0.22089632,0.10352787,0.2211343,0.16541514,0.04990433,0.13837956,0.41026908,0.1390955,0.31558812,0.28923655,0.072905995,0.27068937,0.27378184,0.42843378,0.17786962,0.24035808,0.26997733,0.34182274,0.19991033,0.16770402,0.050827343,0.4006369,0.03603659,0.13545898,0.43073633,0.11638624,0.27514488,0.46425134,0.21877337,0.3397996,0.26487046,0.4308861,0.24862191,0.29250908,0.36543015,0.22490862,0.19751436,0.18518014,0.28284395
balanced_171,0.17620222,0.06262502,0.11002393,0.3373773,0.07828004,0.3024466,0.27670294,0.07951067,0.16279651,0.07536078,0.15975514,0.38783327,0.385463,0.10112516,0.39274752,0.320203,0.44052786,0.23290098,0.26129,0.25984713,0.09088299,0.10918662,0.2891532,0.33013505,0.18021157,0.28535074,0.09787525,0.42515612,0.1507658,0.30307147,0.2262592,0.19365206,0.26973334,0.15764523,0.35220635,0.360674,0.1791065,0.44104972,0.26817566,0.1761077,0.28621227,0.43058237,0.29076087,0.27846116,0.19455498,0.06566793,0.1733805,0.06080494,0.113615066,0.28896463,0.06600854,0.41651958,0.40321425,0.46145374,0.24034733,0.199498,0.11448865,0.14180772,0.2912709,0.23239711,0.2168681,0.2906272,0.23786354,0.3138516,0.28133082,0.265127,0.24377818,0.06308416,0.36244908,0.14277299,0.33128905,0.06255756,0.301827,0.21785566,0.14027743,0.49882457,0.27382892,0.1982529,0.27114764,0.27578354,0.037331805,0.33610597,0.16533032,0.19490658,0.26722527,0.29835415,0.15296197,0.063686945,0.39161694,0.29830456,0.13790561,0.51859725,0.1021336,0.4606408,0.27398482,0.20268804,0.23952079,0.22121754,0.18876617,0.47932675
balanced_172,0.31465116,0.08583878,0.16020796,0.41308448,0.23621276,0.3833756,0.49387676,0.042588826,0.36758018,0.10176536,0.5767829,0.2602993,0.30082685,0.29196745,0.3371687,0.67240685,0.22956018,0.108426616,0.055078678,0.074286625,0.060104184,0.087085485,0.25599122,0.37117153,0.29290998,0.13013321,0.047193676,0.14234047,0.13673432,0.19213895,0.03274821,0.23741515,0.39325476,0.42144817,0.078636706,0.2459557,0.1836831,0.34284338,0.16869153,0.6026534,0.26429933,0.13811447,0.15120146,0.5028988,0.43085608,0.2517577,0.37902978,0.21377027,0.45295408,0.24801366,0.59020746,0.18586223,0.15925394,0.49864644,0.20846507,0.26585147,0.0734439,0.19551802,0.0639066,0.17087847,0.1910699,0.25382996,0.40312856,0.1702795,0.18354796,0.2517677,0.3765439,0.5017278,0.34232578,0.13737886,0.32653654,0.07699656,0.3815449,0.1610313,0.03969697,0.39804623,0.39373243,0.295368,0.28848764,0.28392804,0.17487958,0.11804722,0.3535202,0.40011084,0.28503704,0.44471788,0.05821301,0.03570692,0.35189635,0.1331734,0.08445379,0.14015087,0.61570644,0.1933859,0.21748689,0.3336745,0.061757814,0.30200472,0.12043666,0.3016705
balanced_173,0.18850419,0.19121969,0.2774253,0.37219307,0.15524416,0.28392673,0.24705389,0.050499704,0.08623223,0.4196679,0.19672188,0.3710309,0.07815558,0.26431108,0.24925652,0.11624136,0.46349743,0.15386465,0.23371236,0.49827376,0.38477716,0.39115453,0.20769794,0.3356721,0.23288234,0.1012106,0.22644073,0.34645942,0.36013353,0.51904213,0.2646837,0.11101871,0.25608936,0.39542964,0.12802206,0.434905,0.094510175,0.16044097,0.2183199,0.40471986,0.19541974,0.32886085,0.22742528,0.0922603,0.0707444,0.09627023,0.14280339,0.35384387,0.34456956,0.19861026,0.15322801,0.33699638,0.46994722,0.31490415,0.3476908,0.1276584,0.29238895,0.45615312,0.053749878,0.3530831,0.15969236,0.19971316,0.11369793,0.2108067,0.38281918,0.29035032,0.4067492,0.08140478,0.17640321,0.2815874,0.13826755,0.077725016,0.24368149,0.24248329,0.14749609,0.3609827,0.29247332,0.45776647,0.24005273,0.32787496,0.2451149,0.3408422,0.44484037,0.31706148,0.28878137,0.17542796,0.088631645,0.19064334,0.16934213,0.2247959,0.2953962,0.24884744,0.2797237,0.17565219,0.3066058,0.1463399,0.23922646,0.15299535,0.29385245,0.25193608
balanced_174,0.34063306,0.5252831,0.4051164,0.3356231,0.26659507,0.15436672,0.442816,0.3820366,0.22206816,0.29504707,0.19633633,0.07583878,0.44280583,0.20883504,0.20634827,0.44449955,0.40159085,0.21924125,0.5050412,0.06337406,0.4669892,0.19999588,0.1434202,0.14089854,0.36678836,0.1997823,0.16651763,0.42072314,0.12107654,0.04589256,0.3611967,0.40726697,0.08191997,0.20262799,0.27082497,0.20094854,0.36957207,0.48077345,0.14207263,0.44197428,0.28871113,0.13193518,0.2084,0.23639138,0.22274706,0.2676109,0.17331627,0.21654592,0.249166,0.11365746,0.07601706,0.081803545,0.35946557,0.23551066,0.4347823,0.33646768,0.21013896,0.5020431,0.36429942,0.07259413,0.14771482,0.13415259,0.11342895,0.2844487,0.27097103,0.22496957,0.1518617,0.23784898,0.24875906,0.16673577,0.20163633,0.3279208,0.25081605,0.10861018,0.43055665,0.3239001,0.43021923,0.24200392,0.06652573,0.09073597,0.27102903,0.19692376,0.054403856,0.34212032,0.25662917,0.4808641,0.07295622,0.3083577,0.10685201,0.22361591,0.3056481,0.15767086,0.5168771,0.43929404,0.43965915,0.09766841,0.04779386,0.24842435,0.1503948,0.41821098
balanced_175,0.4763989,0.26836073,0.17786089,0.09452185,0.361653,0.20527518,0.3286493,0.5090427,0.48942947,0.096199445,0.16571295,0.4284578,0.18081644,0.052872308,0.426309,0.17842706,0.29990223,0.39384425,0.22058877,0.28533262,0.31286034,0.23190054,0.07319562,0.32205075,0.12985475,0.13666078,0.22564322,0.4369079,0.2747202,0.27160215,0.15040496,0.33464307,0.34319955,0.36932236,0.23894909,0.4065413,0.07687215,0.10487996,0.23743856,0.24094513,0.10873168,0.44179147,0.21967481,0.38201934,0.2654718,0.31362498,0.3231632,0.2315855,0.39319834,0.37518778,0.106823936,0.12442899,0.036052294,0.22703768,0.42827594,0.3729847,0.3791496,0.08509884,0.2240839,0.13762772,0.41429204,0.31361145,0.031249255,0.13732657,0.3319621,0.11555953,0.22547528,0.12828265,0.2317948,0.3452729,0.14912164,0.08453162,0.058266602,0.10085034,0.3531742,0.2825135,0.13817981,0.1390712,0.26018435,0.1326557,0.19483824,0.28459907,0.25028154,0.14930277,0.14843225,0.327967,0.2232075,0.1853001,0.43473744,0.21229136,0.0940742,0.36278486,0.20865586,0.152627,0.26173195,0.2855394,0.3627655,0.46794456,0.2927285,0.41065753
balanced_176,0.07119595,0.22051105,0.046918552,0.326316,0.219528,0.28059307,0.2860716,0.3060523,0.29127377,0.2836841,0.27973914,0.46476987,0.5065667,0.3963794,0.23973131,0.065066986,0.40982035,0.3356645,0.3628692,0.09512873,0.16811831,0.29062414,0.3070159,0.25551942,0.06328385,0.09289914,0.3139484,0.15299135,0.22644386,0.34650522,0.19526789,0.20047392,0.37426847,0.3367861,0.28384802,0.18126428,0.26668358,0.31034777,0.2304318,0.15123887,0.21785331,0.46673736,0.43140912,0.2098276,0.35568565,0.17769745,0.19334109,0.24452288,0.44770512,0.5300753,0.10135418,0.29441234,0.15529582,0.25626776,0.28757012,0.3002214,0.1391913,0.33574095,0.35865185,0.15063214,0.27229896,0.1822221,0.27435526,0.05873377,0.10073789,0.31562048,0.3295221,0.06545756,0.33752298,0.113757,0.29312453,0.15673637,0.21333423,0.08998678,0.24447514,0.27344906,0.13127032,0.058295067,0.06489278,0.40409243,0.19842514,0.14668429,0.1651865,0.34477624,0.23406154,0.2589218,0.24512206,0.32277498,0.3481907,0.32959583,0.31342834,0.50932926,0.29389715,0.2750374,0.1556778,0.4037816,0.11549821,0.365323,0.18232776,0.12879969
balanced_177,0.1464224,0.25823745,0.0517529,0.16560037,0.25341606,0.40322724,0.3883927,0.44314387,0.2593149,0.4241557,0.25321925,0.48889524,0.42665735,0.27806774,0.43540737,0.18243533,0.50462055,0.27634078,0.32697397,0.08176753,0.16054489,0.08448718,0.23401791,0.25921002,0.1185431,0.09717664,0.40582883,0.14214775,0.30496654,0.15775053,0.102395274,0.3872125,0.28691772,0.24678059,0.44244406,0.07507236,0.16906154,0.32508022,0.22850461,0.4226717,0.19514346,0.38060132,0.35791337,0.37065917,0.3512494,0.20776772,0.36443737,0.28707638,0.2974641,0.17719813,0.06659737,0.42538938,0.34806198,0.2096307,0.19549206,0.38632384,0.22934309,0.15484482,0.2895072,0.05841631,0.5058064,0.32230145,0.2078828,0.18621066,0.08495862,0.30356556,0.17987952,0.17020704,0.43694848,0.36941928,0.33892465,0.14103027,0.5099287,0.22505574,0.23592988,0.18349199,0.14076626,0.055038948,0.19607963,0.36125025,0.41657215,0.290404,0.28768367,0.34197828,0.2581581,0.41354427,0.113785416,0.25721788,0.23245534,0.14073132,0.07939469,0.32210487,0.46008283,0.0674274,0.29192245,0.25272092,0.28915364,0.27207476,0.12156683,0.49552563
balanced_178,0.052776527,0.09723684,0.25269365,0.14769563,0.13016927,0.06802228,0.27006537,0.2633901,0.12954335,0.11714105,0.29612628,0.47626144,0.59783673,0.32091355,0.27927184,0.23206584,0.276446,0.318345,0.14089598,0.17572989,0.05067647,0.12968615,0.23296773,0.28667176,0.22460341,0.13971242,0.16321227,0.37214088,0.28021348,0.2625659,0.26464692,0.21540126,0.069035105,0.27900037,0.4652688,0.45858693,0.23550034,0.6148656,0.115984276,0.10657857,0.18800044,0.36072496,0.2092441,0.08406092,0.40964484,0.377727,0.21047801,0.058379456,0.31123912,0.4991758,0.059883162,0.21915103,0.51497936,0.36653167,0.3857386,0.28319523,0.16920623,0.19704834,0.3420846,0.08640366,0.38734132,0.23061663,0.34329155,0.28084764,0.2679352,0.23622641,0.16647191,0.09901403,0.48299614,0.23052287,0.14418028,0.2480452,0.2905243,0.241618,0.15848537,0.2740916,0.26936772,0.070840485,0.15109625,0.2419388,0.14124253,0.2280092,0.2263948,0.4002176,0.21653408,0.4867431,0.1843228,0.18876494,0.2935458,0.44865465,0.09416484,0.4824847,0.45593548,0.3306675,0.31188333,0.2878586,0.10790872,0.15521364,0.23024954,0.29915184
balanced_179,0.13188422,0.1879849,0.048334442,0.33987015,0.48684993,0.11807012,0.43645328,0.13243201,0.14648601,0.56295466,0.211794,0.078450516,0.13123518,0.07146602,0.24828812,0.23413005,0.36080718,0.2826195,0.112990856,0.03758957,0.103652656,0.15406749,0.14623083,0.64756113,0.6625036,0.46462566,0.07680366,0.52835834,0.11120409,0.28892568,0.11942215,0.18447779,0.18974502,0.12590717,0.3535701,0.10614254,0.05715227,0.27350676,0.37944013,0.27017856,0.33060536,0.47314993,0.35722345,0.36278257,0.085937545,0.094580084,0.32666582,0.481694,0.29204103,0.18794379,0.4150584,0.227094,0.29499096,0.14603317,0.13000087,0.7386215,0.4250868,0.07296252,0.23638229,0.4751229,0.073529586,0.14311373,0.28357184,0.22383201,0.2845609,0.053384993,0.28210977,0.13241202,0.09444357,0.2050761,0.14845237,0.057925504,0.23657852,0.24227005,0.088650726,0.40692714,0.27222168,0.17875057,0.34255585,0.11967246,0.04205632,0.048517413,0.26939806,0.45778716,0.28447762,0.2097695,0.2010647,0.19276735,0.19341598,0.31910524,0.20571814,0.3132431,0.37318063,0.133315,0.15331097,0.3268709,0.02683412,0.39218462,0.13394392,0.33525115
balanced_18,0.25273627,0.08106403,0.46906483,0.23451762,0.42632508,0.5779406,0.7565688,0.059843536,0.047584586,0.24998629,0.35628194,0.061431736,0.15316279,0.09323129,0.18061186,0.36066124,0.26311982,0.14526261,0.061539676,0.15304194,0.051270418,0.09623996,0.07537598,0.379768,0.34039825,0.46895903,0.059826713,0.35431123,0.18920171,0.23849876,0.041626297,0.22752452,0.34704822,0.43897563,0.077193335,0.15339848,0.29855484,0.11967967,0.3489943,0.51551455,0.19374877,0.049342845,0.14540449,0.44590044,0.08885904,0.21870407,0.43928635,0.4132685,0.31128305,0.17809004,0.56332356,0.053122353,0.17437947,0.43916792,0.09962565,0.5478345,0.11605534,0.09772207,0.10558587,0.27845925,0.07222268,0.3537448,0.30074006,0.14609046,0.22009851,0.09440003,0.05504831,0.4399317,0.16199085,0.11859696,0.06520652,0.28293318,0.09552944,0.075628586,0.035355575,0.5413002,0.27302325,0.08970955,0.29977328,0.32767525,0.05735927,0.10019466,0.14657731,0.404715,0.14429283,0.4295042,0.13230059,0.058129907,0.33049172,0.10423861,0.30540144,0.03245745,0.41998002,0.32490727,0.45423865,0.4610737,0.07544902,0.36345544,0.43963793,0.27431285
balanced_180,0.19571555,0.3517255,0.12676445,0.07069003,0.2693622,0.4386716,0.4460019,0.17384803,0.28401425,0.33064508,0.279398,0.3217102,0.42685944,0.33450422,0.23804775,0.20107591,0.4926116,0.10626137,0.23927794,0.25199813,0.48595306,0.5911499,0.09677227,0.14009312,0.14621855,0.20098794,0.24478264,0.25775242,0.17021522,0.31038114,0.20633392,0.16708283,0.16723059,0.2673602,0.2243709,0.27552623,0.36417198,0.22069132,0.13493185,0.27331862,0.3095881,0.37678596,0.52839386,0.4571295,0.17471504,0.23165138,0.046624098,0.43025964,0.32080892,0.06763036,0.23942403,0.06908017,0.22508651,0.2517914,0.3709529,0.2440888,0.47664616,0.41393763,0.3582508,0.14491309,0.11902492,0.15571958,0.34249747,0.19750088,0.124696516,0.47171608,0.31977153,0.0854165,0.1743125,0.23005058,0.06944187,0.35569552,0.3940872,0.102744415,0.4872167,0.18575437,0.37372142,0.14413866,0.10687931,0.25506347,0.5246891,0.16569763,0.21679178,0.13871896,0.18983603,0.0764395,0.32586104,0.3714801,0.105608985,0.48794562,0.35501283,0.3196689,0.34834558,0.13775706,0.16007918,0.44879472,0.27129704,0.37515268,0.20302038,0.13899925
balanced_181,0.32417387,0.10096064,0.25711,0.29718268,0.19792444,0.2720514,0.20314902,0.32713896,0.39522865,0.4742471,0.26899293,0.6404716,0.36170378,0.060793262,0.32046324,0.26068988,0.11959207,0.38340318,0.38059813,0.049825534,0.25206882,0.36237293,0.124586076,0.30378532,0.15641905,0.20815742,0.2789728,0.22152996,0.11751012,0.23387706,0.4015075,0.21562225,0.58027565,0.33852178,0.15697199,0.26358125,0.4506688,0.09421414,0.032105397,0.2620244,0.09820695,0.4208117,0.34144503,0.07166837,0.25753367,0.064693235,0.40682912,0.37303326,0.35503963,0.29431573,0.09341129,0.43371245,0.23902565,0.2510806,0.16838586,0.42318326,0.26392367,0.13396668,0.26585767,0.03875579,0.45118272,0.22907835,0.18937671,0.2870488,0.07959847,0.11571257,0.23046415,0.1036268,0.4488009,0.42515218,0.20149253,0.49277753,0.23728776,0.30245867,0.3023864,0.23340042,0.12643021,0.37980157,0.2636116,0.15417981,0.250897,0.4405929,0.24568722,0.08281885,0.24765435,0.17116922,0.12566915,0.07523225,0.08316674,0.32170957,0.084584646,0.33195925,0.18684149,0.10361141,0.11422189,0.08457737,0.43812993,0.3396444,0.36663768,0.10080625
balanced_182,0.17840426,0.24940187,0.1163152,0.12213669,0.16693126,0.093573615,0.32317904,0.20847629,0.06516874,0.17863807,0.20876344,0.34223777,0.27953586,0.25018305,0.47336113,0.22191456,0.6055936,0.26982757,0.11921504,0.038116954,0.25117686,0.1316804,0.17947467,0.11898029,0.116854645,0.3190181,0.081703216,0.32822478,0.29152218,0.048674632,0.27120996,0.39326,0.52251315,0.06606765,0.47327495,0.1482838,0.25822353,0.20910673,0.34005374,0.45368093,0.20481211,0.35292044,0.1326729,0.2734331,0.4194879,0.28343862,0.39158517,0.17819393,0.25995594,0.58646077,0.051955394,0.33241302,0.32272583,0.25970277,0.27224734,0.4555969,0.20752016,0.14397353,0.44769624,0.13837115,0.40187934,0.13237628,0.45938924,0.06698113,0.25362092,0.21984416,0.19488764,0.22771943,0.2572053,0.07836419,0.20571664,0.09768535,0.43354443,0.043336555,0.27995884,0.2821887,0.28309968,0.15404621,0.09317772,0.42186856,0.13370627,0.0550624,0.35775316,0.1887911,0.13045087,0.27387154,0.38400203,0.07404939,0.15013154,0.41891992,0.61128056,0.31426048,0.2618808,0.42523825,0.1039713,0.22595088,0.2039659,0.15445372,0.072561614,0.44306552
balanced_183,0.29986754,0.557561,0.41511676,0.067573465,0.10582799,0.344867,0.34825897,0.29320154,0.26196077,0.10284844,0.1817204,0.1625902,0.15814462,0.64963156,0.27138025,0.20306744,0.22548074,0.5468549,0.34818137,0.15586478,0.15012036,0.16326353,0.10817477,0.26239032,0.16736777,0.042749234,0.17425364,0.2422465,0.099291414,0.2565047,0.12513462,0.10424971,0.09903259,0.11570139,0.063634686,0.28606492,0.17619911,0.41044554,0.06740257,0.5678179,0.26370043,0.44213212,0.033628386,0.23038864,0.060698174,0.27576077,0.5221143,0.17622301,0.35907444,0.256998,0.4027033,0.1096896,0.31491423,0.32187563,0.38831982,0.17797752,0.4583565,0.08281726,0.25456643,0.41254765,0.19844952,0.114071116,0.05499089,0.48162165,0.17616296,0.28186235,0.13567595,0.39634883,0.20531675,0.38390046,0.33165324,0.2507708,0.47675624,0.22435865,0.3440579,0.6286416,0.24968384,0.3652803,0.37609285,0.23999606,0.4438481,0.2239502,0.12436883,0.33077526,0.22218782,0.36103687,0.02696522,0.07167899,0.30469733,0.39601514,0.30576238,0.36715937,0.64567375,0.14345315,0.37565246,0.45927057,0.40674126,0.12973197,0.11599146,0.52817863
balanced_184,0.039921597,0.1543923,0.08094413,0.32659817,0.07370618,0.31095445,0.39684656,0.24583471,0.37470293,0.2764628,0.24950327,0.5597184,0.19551416,0.22304948,0.37080055,0.08350063,0.5199127,0.255702,0.1900921,0.21109283,0.21738765,0.47887895,0.21368061,0.16526799,0.06423232,0.10560415,0.21267824,0.23752958,0.4202417,0.43369272,0.2585552,0.20885538,0.20169953,0.3669656,0.35919672,0.19419286,0.06678058,0.088006034,0.16461585,0.11632553,0.5405048,0.38561264,0.27877855,0.28899628,0.23593184,0.19419256,0.116369866,0.12476413,0.19319199,0.2166414,0.14091796,0.29708678,0.43109223,0.22411612,0.36250058,0.2004719,0.2505552,0.3411206,0.1177098,0.3119659,0.11387782,0.26522395,0.2167488,0.3580807,0.25581628,0.096067004,0.24975576,0.13786946,0.1890716,0.443388,0.10921283,0.11207528,0.19815587,0.22237146,0.1447633,0.26439375,0.4167152,0.45589703,0.12550864,0.15346079,0.13762294,0.31067485,0.18090002,0.27300718,0.27029008,0.08736696,0.21308798,0.276339,0.24172297,0.2509994,0.34794658,0.4697626,0.42521614,0.08587979,0.27883863,0.12603928,0.26909843,0.18374331,0.33566582,0.34609476
balanced_185,0.21493337,0.2805675,0.18307495,0.16380584,0.23840725,0.30530944,0.124276415,0.5084542,0.22432673,0.30769113,0.100631095,0.25981227,0.17523631,0.034021057,0.42984462,0.058984276,0.28286225,0.36626655,0.27043706,0.34920356,0.1590074,0.1069831,0.1502969,0.28571045,0.24169806,0.27162933,0.3599842,0.48024976,0.20090711,0.33097747,0.21747008,0.45911312,0.39417183,0.51275325,0.08392799,0.088755004,0.2313649,0.2970439,0.3002575,0.21742287,0.17374429,0.5891094,0.05200816,0.35788774,0.38431817,0.572726,0.2594375,0.13123198,0.2650771,0.26562923,0.07473354,0.085224636,0.083067045,0.20796435,0.34587008,0.292529,0.19973305,0.21212433,0.1486026,0.15247431,0.24098405,0.2586343,0.10943006,0.1754471,0.57094246,0.055774473,0.30789667,0.31932646,0.42234874,0.21492799,0.23179644,0.18970457,0.13368636,0.2372956,0.28912678,0.14689454,0.24671286,0.21039754,0.4642465,0.07480408,0.2972064,0.18842669,0.3069716,0.1660272,0.13030197,0.23017797,0.34758204,0.24122825,0.30764878,0.36774176,0.3549282,0.23703721,0.087549865,0.11975318,0.21272697,0.27591246,0.2846529,0.3693416,0.32476112,0.29521155
balanced_186,0.39475828,0.17341584,0.20076446,0.28883028,0.32187086,0.20704176,0.22038084,0.12738307,0.24807514,0.13378024,0.40013802,0.34485403,0.54247326,0.19883001,0.050909102,0.3231028,0.3313707,0.08824073,0.19001275,0.239779,0.16572261,0.08289908,0.40129316,0.2156164,0.30592486,0.35909945,0.101748616,0.15658593,0.25195014,0.17026341,0.2239159,0.39972603,0.60857475,0.14336476,0.35822636,0.22224687,0.17463106,0.3225341,0.22067764,0.15931618,0.1113621,0.48368713,0.28762284,0.18710501,0.379755,0.15184867,0.22132096,0.06552443,0.078606054,0.10166806,0.21272963,0.50838864,0.37399435,0.6123984,0.26746124,0.046280164,0.20127413,0.2680132,0.27848616,0.10023613,0.52793,0.28694123,0.40451074,0.1232706,0.2968815,0.32297426,0.18644282,0.41272244,0.1403993,0.28397876,0.22512314,0.2697171,0.07329033,0.119916156,0.11553577,0.33125436,0.040213406,0.4787932,0.18210551,0.45027006,0.42696655,0.24144547,0.0637315,0.34332484,0.13652638,0.30286375,0.27754438,0.05759562,0.18641983,0.097217575,0.2695646,0.41408572,0.20466515,0.2138791,0.1350108,0.3248827,0.3045156,0.5001291,0.18547313,0.3685694
